President,Alabama,20081104,N/A,County,Autauga,23641,17403,McCain John S III,Challenger,6093,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,145,"11,310",R,7361,2577,0,61,7407,2593
President,Alabama,20081104,N/A,County,Baldwin,81413,61271,McCain John S III,Challenger,19386,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,756,"41,885",R,7526,2381,0,93,7596,2404
President,Alabama,20081104,N/A,County,Barbour,11630,5866,McCain John S III,Challenger,5697,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,67,169,R,5044,4899,0,58,5073,4927
President,Alabama,20081104,N/A,County,Bibb,8644,6262,McCain John S III,Challenger,2299,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,83,"3,963",R,7244,266,0,96,7315,2685
President,Alabama,20081104,N/A,County,Blount,24267,20389,McCain John S III,Challenger,3522,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,356,"16,867",R,8402,1451,0,147,8527,1473
President,Alabama,20081104,N/A,County,Bullock,5415,1391,McCain John S III,Challenger,4011,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,13,"2,620",D,2569,7407,0,24,2575,7425
President,Alabama,20081104,N/A,County,Butler,9709,5485,McCain John S III,Challenger,4188,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,36,"1,297",R,5649,4314,0,37,567,433
President,Alabama,20081104,N/A,County,Calhoun,49242,32348,McCain John S III,Challenger,16334,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,560,"16,014",R,6569,3317,0,114,6645,3355
President,Alabama,20081104,N/A,County,Chambers,14956,8067,McCain John S III,Challenger,6799,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,90,"1,268",R,5394,4546,0,6,5426,4574
President,Alabama,20081104,N/A,County,Cherokee,9745,7298,McCain John S III,Challenger,2306,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,141,"4,992",R,7489,2366,0,145,7599,2401
President,Alabama,20081104,N/A,County,Chilton,17785,13960,McCain John S III,Challenger,3674,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,151,"10,286",R,7849,2066,0,85,7917,2083
President,Alabama,20081104,N/A,County,Choctaw,7894,4223,McCain John S III,Challenger,3636,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,35,587,R,535,4606,0,44,5373,4627
President,Alabama,20081104,N/A,County,Clarke,13435,7466,McCain John S III,Challenger,5914,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,55,"1,552",R,5557,4402,0,41,558,442
President,Alabama,20081104,N/A,County,Clay,6819,4984,McCain John S III,Challenger,1760,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,75,"3,224",R,7309,2581,0,11,739,261
President,Alabama,20081104,N/A,County,Cleburne,6492,5216,McCain John S III,Challenger,1168,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,108,"4,048",R,8035,1799,0,166,817,183
President,Alabama,20081104,N/A,County,Coffee,20128,14919,McCain John S III,Challenger,5079,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,130,"9,840",R,7412,2523,0,65,746,254
President,Alabama,20081104,N/A,County,Colbert,24843,14739,McCain John S III,Challenger,9703,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,401,"5,036",R,5933,3906,0,161,603,397
President,Alabama,20081104,N/A,County,Conecuh,6943,3470,McCain John S III,Challenger,3429,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,44,41,R,4998,4939,0,63,503,497
President,Alabama,20081104,N/A,County,Coosa,5563,3248,McCain John S III,Challenger,2273,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,42,975,R,5839,4086,0,75,5883,4117
President,Alabama,20081104,N/A,County,Covington,15787,12444,McCain John S III,Challenger,3240,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,103,"9,204",R,7882,2052,0,65,7934,2066
President,Alabama,20081104,N/A,County,Crenshaw,6291,4319,McCain John S III,Challenger,1938,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,34,"2,381",R,6865,3081,0,54,6903,3097
President,Alabama,20081104,N/A,County,Cullman,35305,28896,McCain John S III,Challenger,5864,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,545,"23,032",R,8185,1661,0,154,8313,1687
President,Alabama,20081104,N/A,County,Dale,19320,13886,McCain John S III,Challenger,5270,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,164,"8,616",R,7187,2728,0,85,7249,2751
President,Alabama,20081104,N/A,County,Dallas,20852,6798,McCain John S III,Challenger,13986,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,68,"7,188",D,326,6707,0,33,3271,6729
President,Alabama,20081104,N/A,County,Dekalb,24015,17957,McCain John S III,Challenger,5658,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,400,"12,299",R,7477,2356,0,167,7604,2396
President,Alabama,20081104,N/A,County,Elmore,34315,25777,McCain John S III,Challenger,8301,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,237,"17,476",R,7512,2419,0,69,7564,2436
President,Alabama,20081104,N/A,County,Escambia,14674,9375,McCain John S III,Challenger,5188,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,111,"4,187",R,6389,3536,0,76,6438,3562
President,Alabama,20081104,N/A,County,Etowah,44737,30595,McCain John S III,Challenger,13497,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,645,"17,098",R,6839,3017,0,144,6939,3061
President,Alabama,20081104,N/A,County,Fayette,7957,5883,McCain John S III,Challenger,1994,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,80,"3,889",R,7393,2506,0,101,7469,2531
President,Alabama,20081104,N/A,County,Franklin,11693,8048,McCain John S III,Challenger,3469,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,176,"4,579",R,6883,2967,0,151,6988,3012
President,Alabama,20081104,N/A,County,Geneva,11657,9417,McCain John S III,Challenger,2134,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,106,"7,283",R,8078,1831,0,91,8153,1847
President,Alabama,20081104,N/A,County,Greene,5305,876,McCain John S III,Challenger,4408,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,21,"3,532",D,1651,8309,0,4,1658,8342
President,Alabama,20081104,N/A,County,Hale,8214,3200,McCain John S III,Challenger,4982,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,32,"1,782",D,3896,6065,0,39,3911,6089
President,Alabama,20081104,N/A,County,Henry,8648,5585,McCain John S III,Challenger,3018,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,45,"2,567",R,6458,349,0,52,6492,3508
President,Alabama,20081104,N/A,County,Houston,41735,29254,McCain John S III,Challenger,12225,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,256,"17,029",R,7009,2929,0,61,7053,2947
President,Alabama,20081104,N/A,County,Jackson,20874,14083,McCain John S III,Challenger,6374,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,417,"7,709",R,6747,3054,0,2,6884,3116
President,Alabama,20081104,N/A,County,Jefferson,318524,149921,McCain John S III,Challenger,166121,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,"2,482","16,200",D,4707,5215,0,78,4744,5256
President,Alabama,20081104,N/A,County,Lamar,7075,5419,McCain John S III,Challenger,1614,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,42,"3,805",R,7659,2281,0,59,7705,2295
President,Alabama,20081104,N/A,County,Lauderdale,38104,24068,McCain John S III,Challenger,13329,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,707,"10,739",R,6316,3498,0,186,6436,3564
President,Alabama,20081104,N/A,County,Lawrence,14680,9277,McCain John S III,Challenger,5164,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,239,"4,113",R,6319,3518,0,163,6424,3576
President,Alabama,20081104,N/A,County,Lee,54325,32230,McCain John S III,Challenger,21498,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,597,"10,732",R,5933,3957,0,11,5999,4001
President,Alabama,20081104,N/A,County,Limestone,33551,23598,McCain John S III,Challenger,9536,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,417,"14,062",R,7033,2842,0,124,7122,2878
President,Alabama,20081104,N/A,County,Lowndes,7278,1809,McCain John S III,Challenger,5449,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,20,"3,640",D,2486,7487,0,27,2492,7508
President,Alabama,20081104,N/A,County,Macon,10877,1396,McCain John S III,Challenger,9450,Obama Barack H,Challenger,N/A,N/A,N/A,N/A,31,"8,054",D,1283,8688,0,29,1287,8713
